budget_year,ministry,department_or_org,strength_actual_1mar,strength_actual_year,strength_est_re_1mar,strength_est_re_year,strength_est_be_1mar,strength_est_be_year,pay_actuals_cr,allowances_actuals_cr,travel_actuals_cr,pay_re_cr,allowances_re_cr,travel_re_cr,pay_be_cr,allowances_be_cr,travel_be_cr
2021-22,"Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homoeopathy (AYUSH)","Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homoeopathy (AYUSH)",170,2020,290,2021,290,2022,13.10,8.73,1.87,15.24,10.16,0.98,13.70,9.13,3.95
2021-22,Ministry of Chemicals and Fertilisers,Department of Chemicals and Petrochemicals,212,2020,286,2021,284,2022,13.13,4.85,0.83,12.88,5.37,0.41,13.49,6.01,0.87
2021-22,Ministry of Chemicals and Fertilisers,Department of Fertilisers,126,2020,194,2021,194,2022,5.03,0.01,0.65,5.33,0.01,0.64,6.12,0.01,0.90
2021-22,Ministry of Chemicals and Fertilisers,Department of Pharmaceuticals,101,2020,185,2021,186,2022,10.39,6.81,0.81,11.10,7.43,0.73,12.64,9.54,1.21
2021-22,Ministry of Civil Aviation,Ministry of Civil Aviation,1254,2020,2278,2021,2312,2022,100.33,35.96,10.85,112.38,32.78,8.49,149.93,120.76,19.25
2021-22,Ministry of Coal,Ministry of Coal,284,2020,430,2021,434,2022,28.48,0.01,1.37,28.52,0.01,1.35,32.57,0.02,1.72
2021-22,Ministry of Commerce and Industry,Department of Commerce,3206,2020,5345,2021,5345,2022,284.70,133.98,27.95,253.44,168.96,16.81,205.04,260.96,22.16
2021-22,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade,1674,2020,1833,2021,2102,2022,122.45,81.84,5.93,125.23,83.51,1.88,130.63,87.20,6.78
2021-22,Ministry of Communications,Department of Posts,418240,2020,418600,2021,418600,2022,11455.00,5329.30,141.50,12150.00,6750.00,140.70,12420.50,7300.00,165.39
2021-22,Ministry of Communications,Department of Telecommunications 2019-2020 2020-2021 2021-2022,3452,2020,3850,2021,3274,2022,350.89,224.42,24.01,344.25,224.56,10.48,370.64,238.44,31.77
2021-22,"Ministry of Consumer Affairs, Food and Public Distribution",Department of Consumer Affairs,793,2020,1127,2021,1133,2022,32.79,24.84,2.52,54.51,23.09,1.03,56.56,26.01,2.63
2021-22,"Ministry of Consumer Affairs, Food and Public Distribution",Department of Food and Public Distribution,757,2020,1027,2021,1031,2022,53.47,18.44,2.87,51.91,26.69,2.87,58.35,27.04,2.98
2021-22,Ministry of Corporate Affairs,Ministry of Corporate Affairs,1489,2020,2850,2021,2855,2022,94.29,51.20,8.69,98.67,54.32,9.18,99.06,55.49,9.98
2021-22,Ministry of Culture,Ministry of Culture,6721,2020,10294,2021,10359,2022,257.85,171.88,14.28,256.10,170.73,8.05,300.02,199.98,10.45
2021-22,Ministry of Defence,Ministry of Defence (Civil),80463,2020,92830,2021,93000,2022,4930.42,842.62,268.49,5062.00,927.05,257.67,5147.27,1180.46,292.69
2021-22,Ministry of Development of North Eastern Region,Ministry of Development of North Eastern Region,11,2020,11,2021,11,2022,58.94,,4.16,75.00,,2.00,80.00,,7.00
2021-22,Ministry of Earth Sciences,Ministry of Earth Sciences,4649,2020,7508,2021,7508,2022,281.80,129.65,6.27,280.04,127.92,2.53,291.31,141.55,5.66
2021-22,Ministry of Education,Department of School Education and Literacy,276,2020,276,2021,276,2022,22.60,1.64,0.50,24.80,0.89,0.86,36.32,2.50,0.90
2021-22,Ministry of Education,Department of Higher Education,844,2020,1164,2021,1162,2022,85.82,12.57,2.43,99.41,17.76,6.15,106.46,19.14,5.58
2021-22,Ministry of Electronics and Information Technology,Ministry of Electronics and Information Technology,5113,2020,6547,2021,6565,2022,522.77,348.67,14.33,516.97,344.84,4.97,545.52,364.09,10.16
2021-22,"Ministry of Environment, Forests and Climate Change","Ministry of Environment, Forests and Climate Change 2019-2020 2020-2021 2021-2022",2622,2020,4885,2021,4885,2022,202.77,54.55,31.44,200.62,61.28,5.76,208.98,71.91,25.89
2021-22,Ministry of External Affairs,Ministry of External Affairs,8831,2020,11035,2021,11035,2022,2003.19,134.34,257.33,2076.30,150.83,136.36,2178.54,164.31,269.64
2021-22,Ministry of Finance,Department of Economic Affairs,1073,2020,1397,2021,1371,2022,77.48,27.97,8.15,78.81,29.74,3.35,80.75,35.53,8.52
2021-22,Ministry of Finance,Department of Expenditure,1047,2020,1511,2021,1575,2022,60.86,56.30,4.52,91.32,26.69,3.94,100.59,24.51,8.47
2021-22,Ministry of Finance,Department of Financial Services,1268,2020,1617,2021,1617,2022,103.60,25.91,2.38,101.58,25.43,1.34,107.73,26.99,2.44
2021-22,Ministry of Finance,Department of Investment and Public Asset Management (DIPAM),68,2020,86,2021,86,2022,7.67,0.78,1.08,8.05,1.52,0.65,8.52,1.62,2.16
2021-22,Ministry of Finance,Department of Revenue,4024,2020,7113,2021,7113,2022,361.08,,25.61,378.83,,15.00,417.10,,27.21
2021-22,Ministry of Finance,Direct Taxes,47143,2020,78471,2021,78471,2022,2599.59,1670.74,82.99,2683.10,1761.93,72.10,3041.48,1770.26,100.21
2021-22,Ministry of Finance,Indirect Taxes,50952,2020,92936,2021,92936,2022,3533.33,1681.58,94.84,3543.00,1694.01,41.00,3823.23,1828.00,105.00
2021-22,Ministry of Finance,Indian Audit and Accounts Department,46860,2020,46900,2021,47400,2022,3275.23,1062.42,239.49,3425.47,1125.67,245.62,3560.45,1180.47,290.69
2021-22,"Ministry of Fisheries, Animal Husbandry and Dairying",Department of Fisheries,614,2020,1265,2021,1265,2022,31.84,17.84,2.67,37.62,21.09,2.56,42.05,23.39,4.82
2021-22,"Ministry of Fisheries, Animal Husbandry and Dairying",Department of Animal Husbandry and Dairying,1496,2020,2443,2021,2491,2022,78.14,34.69,2.52,80.32,33.42,1.32,88.30,36.75,3.16
2021-22,Ministry of Food Processing Industries,Ministry of Food Processing Industries,132,2020,181,2021,181,2022,16.51,8.69,1.74,21.10,10.33,1.55,22.00,11.55,2.55
2021-22,Ministry of Health and Family Welfare,Department of Health and Family Welfare,20907,2020,24979,2021,24979,2022,1784.22,960.73,22.57,1947.97,1048.91,20.31,2092.93,1126.66,30.37
2021-22,Ministry of Health and Family Welfare,Department of Health Research,25,2020,42,2021,42,2022,2.37,1.02,0.83,3.71,1.59,1.00,3.85,1.65,3.50
2021-22,Ministry of Heavy Industries and Public Enterprises,Department of Heavy Industry,233,2020,233,2021,234,2022,14.53,5.38,1.74,14.66,4.63,2.00,15.09,6.86,2.00
2021-22,Ministry of Heavy Industries and Public Enterprises,Department of Public Enterprises 2019-2020 2020-2021 2021-2022,78,2020,118,2021,118,2022,6.30,2.47,0.22,6.09,2.39,0.17,6.45,2.47,0.25
2021-22,Ministry of Home Affairs,Ministry of Home Affairs,20111,2020,28500,2021,28481,2022,931.28,344.46,71.25,972.34,397.15,32.92,1092.90,514.30,86.17
2021-22,Ministry of Home Affairs,Cabinet,934,2020,1412,2021,1412,2022,87.40,32.32,69.55,89.99,36.76,76.92,100.54,47.31,84.12
2021-22,Ministry of Home Affairs,Police,1060419,2020,935246,2021,1038241,2022,51815.82,19164.75,2763.75,52158.52,21304.18,1706.39,54384.26,22384.72,2312.38
2021-22,Ministry of Home Affairs,Andaman and Nicobar Islands,29939,2020,29939,2021,29939,2022,1153.82,771.00,26.96,1271.84,608.12,23.10,1309.96,660.30,24.96
2021-22,Ministry of Home Affairs,Chandigarh,23913,2020,23737,2021,24616,2022,795.92,1115.11,2.47,819.79,1063.21,1.59,844.38,1151.45,3.04
2021-22,Ministry of Home Affairs,Dadra and Nagar Haveli and Daman and Diu,5574,2020,6024,2021,6478,2022,300.39,87.46,3.11,303.42,97.10,1.02,316.63,105.14,3.77
2021-22,Ministry of Home Affairs,Lakshadweep,5771,2020,5771,2021,5771,2022,208.93,145.61,9.30,209.36,157.94,9.50,211.87,160.01,9.50
2021-22,Ministry of Housing and Urban Affairs,Ministry of Housing and Urban Affairs,19493,2020,19643,2021,19647,2022,1057.40,734.80,18.21,1025.27,712.47,22.30,1119.05,777.65,31.06
2021-22,Ministry of Information and Broadcasting,Ministry of Information and Broadcasting,3379,2020,5260,2021,5227,2022,214.77,101.06,11.48,215.86,102.51,4.48,219.21,107.66,12.94
2021-22,Ministry of Jal Shakti,"Department of Water Resources, River Development and Ganga Rejuvenation",8683,2020,10284,2021,10139,2022,560.64,111.73,23.87,561.88,110.24,36.00,686.48,180.10,28.73
2021-22,Ministry of Jal Shakti,Department of Drinking Water and Sanitation,102,2020,158,2021,158,2022,10.50,3.77,0.08,11.78,4.22,0.11,12.51,4.48,0.11
2021-22,Ministry of Labour and Employment,Ministry of Labour and Employment,4292,2020,6711,2021,6711,2022,390.80,14.77,15.52,391.16,11.84,11.59,402.19,13.85,13.65
2021-22,Ministry of Law and Justice,Law and Justice,1487,2020,1893,2021,1877,2022,98.55,68.12,6.40,110.34,76.68,4.68,117.88,81.92,6.78
2021-22,Ministry of Law and Justice,Election Commission,509,2020,805,2021,885,2022,35.86,14.23,4.98,36.75,15.46,5.02,37.82,16.01,5.32
2021-22,Ministry of Law and Justice,Supreme Court of India 2019-2020 2020-2021 2021-2022,2450,2020,2770,2021,2800,2022,186.66,42.96,2.47,197.86,47.26,3.15,206.27,49.42,3.45
2021-22,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",443,2020,452,2021,452,2022,38.52,0.10,11.85,41.37,0.05,12.47,43.85,0.06,9.48
2021-22,Ministry of Mines,Ministry of Mines,7980,2020,13285,2021,13285,2022,581.23,192.43,45.23,635.67,198.64,47.23,684.23,209.46,48.66
2021-22,Ministry of Minority Affairs,Ministry of Minority Affairs,799,2020,917,2021,751,2022,53.50,11.55,12.50,16.15,9.20,4.35,66.10,12.95,16.41
2021-22,Ministry of New and Renewable Energy,Ministry of New and Renewable Energy,213,2020,327,2021,327,2022,18.74,7.81,0.72,20.94,8.89,0.53,21.21,9.99,1.10
2021-22,Ministry of Panchayati Raj,Ministry of Panchayati Raj,74,2020,128,2021,128,2022,10.05,2.82,0.49,10.82,3.03,0.70,11.47,3.49,0.81
2021-22,Ministry of Parliamentary Affairs,Ministry of Parliamentary Affairs,117,2020,150,2021,150,2022,7.76,4.72,0.68,8.47,5.50,0.45,8.44,5.47,2.35
2021-22,"Ministry of Personnel, Public Grievances and Pensions","Ministry of Personnel, Public Grievances and Pensions",8028,2020,10712,2021,10712,2022,272.22,497.58,42.82,284.43,516.37,42.53,291.36,527.49,42.34
2021-22,"Ministry of Personnel, Public Grievances and Pensions",Central Vigilance Commission,35,2020,39,2021,47,2022,26.64,,0.71,28.20,,1.05,35.97,,1.05
2021-22,Ministry of Petroleum and Natural Gas,Ministry of Petroleum and Natural Gas,205,2020,332,2021,348,2022,26.32,6.48,1.76,29.30,8.97,1.80,35.00,8.46,1.80
2021-22,Ministry of Planning,Ministry of Planning,508,2020,731,2021,731,2022,38.35,20.65,5.54,38.36,20.66,3.59,40.64,21.89,3.55
2021-22,Ministry of Power,Ministry of Power 2019-2020 2020-2021 2021-2022,798,2020,1465,2021,1465,2022,104.88,29.72,5.89,114.61,27.50,6.72,123.28,31.34,7.35
2021-22,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President","Staff, Household and Allowances of the President",274,2020,350,2021,350,2022,16.52,8.65,0.11,16.99,6.00,0.11,18.61,7.01,0.05
2021-22,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Lok Sabha,2260,2020,3147,2021,3147,2022,198.18,107.02,3.06,207.93,111.87,2.45,216.59,123.71,3.95
2021-22,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Rajya Sabha,1458,2020,1791,2021,1791,2022,119.29,65.58,37.72,121.61,71.82,23.39,124.79,90.66,50.94
2021-22,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Secretariat of the Vice-President,62,2020,62,2021,62,2022,3.76,3.74,0.38,4.25,2.35,0.22,4.40,2.58,0.45
2021-22,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Union Public Service Commission,1255,2020,1848,2021,1848,2022,82.83,30.56,0.20,84.56,31.26,0.30,90.43,35.45,1.03
2021-22,Ministry of Railways,Ministry of Railways,1270399,2020,1270399,2021,1270399,2022,55349.84,34156.29,2021.45,57426.49,3440.08,2526.97,59269.23,40412.26,2672.48
2021-22,Ministry of Road Transport and Highways,Ministry of Road Transport and Highways,726,2020,1034,2021,1034,2022,64.00,27.47,6.79,77.00,33.00,11.75,68.26,29.26,8.75
2021-22,Ministry of Rural Development,Department of Rural Development,380,2020,549,2021,549,2022,39.78,0.71,0.73,42.66,1.05,1.00,45.66,1.17,1.11
2021-22,Ministry of Rural Development,Department of Land Resources,74,2020,122,2021,122,2022,8.52,1.97,0.15,8.92,1.80,0.20,11.42,3.15,0.35
2021-22,Ministry of Science and Technology,Department of Science and Technology,4217,2020,12446,2021,12446,2022,272.28,106.85,16.47,280.50,91.30,14.08,285.50,98.97,21.09
2021-22,Ministry of Science and Technology,Department of Biotechnology,168,2020,249,2021,249,2022,22.21,6.45,1.61,22.00,5.00,0.60,23.32,9.36,2.50
2021-22,Ministry of Science and Technology,Department of Scientific and Industrial Research,116,2020,116,2021,116,2022,7.35,3.15,0.42,6.22,4.15,0.14,6.24,6.76,0.61
2021-22,"Ministry of Ports, Shipping and Waterways","Ministry of Ports, Shipping and Waterways 2019-2020 2020-2021 2021-2022",1572,2020,2082,2021,2087,2022,112.36,36.68,10.42,117.82,41.42,7.64,131.40,47.99,16.31
2021-22,Ministry of Skill Development and Entrepreneurship,Ministry of Skill Development and Entrepreneurship,1226,2020,2582,2021,2595,2022,119.74,4.55,5.96,121.23,5.40,2.55,126.53,6.33,6.60
2021-22,Ministry of Social Justice and Empowerment,Department of Social Justice and Empowerment,451,2020,666,2021,666,2022,37.02,15.86,4.58,42.69,15.00,4.61,47.71,20.45,6.20
2021-22,Ministry of Social Justice and Empowerment,Department of Empowerment of Persons with Disabilities,91,2020,151,2021,171,2022,8.12,3.48,1.38,9.10,3.90,1.00,12.04,5.16,2.30
2021-22,Deparment of Space,Department of Space,16107,2020,17096,2021,16861,2022,1475.16,976.76,78.33,1392.81,934.21,22.14,1525.87,1149.01,47.93
2021-22,Ministry of Statistics and Programme Implementation,Ministry of Statistics and Programme Implementation,4215,2020,6145,2021,6145,2022,446.01,191.15,53.64,448.92,192.40,18.21,477.24,204.53,35.59
2021-22,Ministry of Steel,Ministry of Steel,213,2020,269,2021,269,2022,15.67,7.55,1.71,14.92,7.93,0.60,16.28,6.97,2.15
2021-22,Ministry of Textiles,Ministry of Textiles,4653,2020,4289,2021,4289,2022,206.32,2.06,10.87,210.79,4.23,13.90,228.34,4.09,15.17
2021-22,Ministry of Tourism,Ministry of Tourism,462,2020,578,2021,578,2022,33.29,6.84,2.56,34.02,6.98,2.61,38.01,7.79,2.92
2021-22,Ministry of Tribal Affairs,Ministry of Tribal Affairs,172,2020,321,2021,321,2022,16.75,5.10,2.54,16.63,4.80,0.51,16.45,5.55,2.20
2021-22,Ministry of Women and Child Development,Ministry of Women and Child Development 2019-2020 2020-2021 2021-2022,392,2020,478,2021,463,2022,31.75,8.08,0.97,33.16,8.91,1.05,40.37,10.03,1.27
2021-22,Ministry of Youth Affairs and Sports,Ministry of Youth Affairs and Sports,291,2020,382,2021,407,2022,22.62,8.15,2.01,24.65,8.87,1.80,26.09,9.71,2.98
2021-22,GRAND TOTAL,GRAND TOTAL,3271113,2020,3309947,2021,3414226,2022,153262.86,74364.49,6815.93,157259.15,47645.54,5786.24,163857.57,88002.17,7203.48
2022-23,Ministry of Agriculture and Farmers Welfare,Department of Agriculture and Farmers Welfare,3545,2021,5647,2022,5675,2023,228.61,93.37,11.45,225.46,132.42,14.90,226.00,150.67,21.66
2022-23,Ministry of Agriculture and Farmers Welfare,Department of Agricultural Research and Education,30,2021,54,2022,54,2023,5.26,5.88,0.08,5.90,6.62,0.35,6.25,7.40,0.50
2022-23,Department of Atomic Energy,Atomic Energy,29420,2021,38058,2022,38247,2023,2042.79,1741.04,15.35,2402.12,2197.88,29.33,2510.45,2463.37,47.03
2022-23,Ministry of AYUSH,Ministry of Ayush,249,2021,338,2022,336,2023,13.20,8.80,0.89,14.30,9.53,1.92,17.10,11.40,3.95
2022-23,Ministry of Chemicals and Fertilisers,Department of Chemicals and Petrochemicals,282,2021,292,2022,284,2023,12.65,4.74,0.31,14.00,4.62,0.56,14.65,5.16,0.77
2022-23,Ministry of Chemicals and Fertilisers,Department of Fertilisers,176,2021,194,2022,209,2023,18.28,,0.29,19.76,,0.40,21.73,,0.46
2022-23,Ministry of Chemicals and Fertilisers,Department of Pharmaceuticals,97,2021,204,2022,204,2023,12.67,13.87,0.60,14.05,15.63,0.31,16.50,18.80,1.05
2022-23,Ministry of Civil Aviation,Ministry of Civil Aviation,1899,2021,2075,2022,2297,2023,99.70,41.58,5.47,106.41,50.79,7.80,123.06,52.31,11.63
2022-23,Ministry of Coal,Ministry of Coal,260,2021,434,2022,434,2023,19.19,8.62,0.71,21.34,8.41,2.16,23.57,9.76,2.35
2022-23,Ministry of Commerce and Industry,Department of Commerce,5345,2021,5345,2022,5734,2023,277.71,130.69,27.95,274.49,182.99,18.14,301.88,201.25,28.69
2022-23,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade,1674,2021,1883,2022,2102,2023,255.00,137.35,1.93,278.50,149.96,5.53,290.56,156.45,5.00
2022-23,Ministry of Communications,Department of Posts,403817,2021,421514,2022,421514,2023,12392.36,4466.36,123.21,12902.96,6097.04,121.50,13642.18,6707.82,149.10
2022-23,Ministry of Communications,Department of Telecommunications 2020-2021 2021-2022 2022-2023,3379,2021,3274,2022,3382,2023,325.74,145.23,10.01,368.42,193.76,19.93,390.42,227.98,21.03
2022-23,"Ministry of Consumer Affairs, Food and Public Distribution",Department of Consumer Affairs,742,2021,964,2022,1012,2023,51.08,24.15,0.87,54.09,29.46,1.26,57.11,34.79,1.79
2022-23,"Ministry of Consumer Affairs, Food and Public Distribution",Department of Food and Public Distribution,703,2021,1157,2022,1160,2023,48.13,19.69,1.70,57.93,18.57,2.24,71.84,22.18,3.17
2022-23,Ministry of Corporate Affairs,Ministry of Corporate Affairs,1444,2021,3176,2022,3183,2023,100.39,41.56,7.73,108.76,55.74,5.07,114.99,64.46,7.08
2022-23,Ministry of Culture,Ministry of Culture,6792,2021,10578,2022,10630,2023,251.34,167.56,7.77,276.00,184.00,15.46,300.00,200.00,15.52
2022-23,Ministry of Defence,Ministry of Defence (Civil),75006,2021,91108,2022,92384,2023,4876.13,898.23,115.85,5972.38,1061.69,173.81,6521.81,1156.84,222.74
2022-23,Ministry of Development of North Eastern Region,Ministry of Development of North Eastern Region,134,2021,147,2022,147,2023,12.52,0.30,0.89,13.58,0.14,0.29,15.00,0.16,0.39
2022-23,Ministry of Earth Sciences,Ministry of Earth Sciences,4441,2021,7484,2022,7484,2023,283.24,128.38,2.42,300.63,164.93,4.81,311.77,199.76,5.33
2022-23,Ministry of Education,Department of School Education and Literacy,272,2021,442,2022,442,2023,23.89,6.76,0.20,23.70,6.87,0.18,31.20,9.27,0.90
2022-23,Ministry of Education,Department of Higher Education,833,2021,1163,2022,1160,2023,86.45,10.67,1.01,107.44,19.25,4.89,115.32,24.04,5.73
2022-23,Ministry of Electronics and Information Technology,Ministry of Electronics and Information Technology,4973,2021,6526,2022,6527,2023,515.44,343.63,3.51,549.72,366.48,6.73,583.92,389.28,15.20
2022-23,"Ministry of Environment, Forests and Climate Change","Ministry of Environment, Forests and Climate Change 2020-2021 2021-2022 2022-2023",2580,2021,4922,2022,4922,2023,188.17,65.46,5.56,191.79,94.67,17.55,208.81,106.89,23.47
2022-23,Ministry of External Affairs,Ministry of External Affairs,11807,2021,11906,2022,11906,2023,2053.12,132.86,138.47,2423.63,183.51,242.22,2760.03,180.42,262.30
2022-23,Ministry of Finance,Department of Economic Affairs,1045,2021,1341,2022,1343,2023,70.56,29.88,2.34,70.26,39.40,4.31,78.28,45.87,9.69
2022-23,Ministry of Finance,Department of Expenditure,1128,2021,1544,2022,1552,2023,78.69,39.96,1.43,104.18,34.61,6.50,111.84,34.34,6.97
2022-23,Ministry of Finance,Department of Financial Services,1203,2021,1351,2022,1351,2023,80.72,46.99,1.08,89.41,76.03,0.97,98.35,83.67,2.10
2022-23,Ministry of Finance,Department of Public Enterprises,78,2021,118,2022,118,2023,6.21,2.21,0.46,6.50,3.00,0.50,7.00,3.85,0.70
2022-23,Ministry of Finance,Department of Investment and Public Asset Management (DIPAM),67,2021,71,2022,131,2023,7.19,2.66,0.31,7.26,3.74,0.65,7.65,4.45,2.05
2022-23,Ministry of Finance,Department of Revenue,7119,2021,7118,2022,7118,2023,370.79,0.76,13.86,418.12,3.14,21.06,460.17,3.54,24.82
2022-23,Ministry of Finance,Direct Taxes,45421,2021,79572,2022,79572,2023,2561.31,1780.51,51.16,2967.04,2089.26,62.89,3254.39,2291.61,74.73
2022-23,Ministry of Finance,Indirect Taxes,49922,2021,92958,2022,92958,2023,3466.10,1707.18,52.78,3673.30,1977.93,81.65,4040.63,2175.72,92.50
2022-23,Ministry of Finance,Indian Audit and Accounts Department,43162,2021,45937,2022,45937,2023,3465.64,1120.20,126.99,3058.34,1546.16,181.25,3414.96,1650.00,170.66
2022-23,"Ministry of Fisheries, Animal Husbandry and Dairying",Department of Fisheries,1235,2021,1224,2022,1225,2023,36.94,16.93,1.72,39.15,17.65,2.95,45.76,20.62,5.26
2022-23,"Ministry of Fisheries, Animal Husbandry and Dairying",Department of Animal Husbandry and Dairying,2415,2021,2192,2022,2194,2023,77.66,35.01,1.25,83.18,37.50,3.83,90.54,40.81,4.21
2022-23,Ministry of Food Processing Industries,Ministry of Food Processing Industries,181,2021,181,2022,181,2023,16.58,9.65,0.39,22.00,12.50,0.94,26.25,11.20,2.55
2022-23,Ministry of Health and Family Welfare,Department of Health and Family Welfare,23210,2021,24979,2022,24979,2023,2226.89,667.87,36.89,2437.57,731.29,68.22,2723.92,817.20,87.00
2022-23,Ministry of Health and Family Welfare,Department of Health Research,25,2021,42,2022,42,2023,2.55,1.09,0.13,3.85,1.65,1.00,4.20,1.80,3.00
2022-23,Ministry of Heavy Industries,Ministry of Heavy Industries 2020-2021 2021-2022 2022-2023,143,2021,229,2022,229,2023,16.00,3.00,0.60,17.36,4.59,0.60,17.34,6.07,1.00
2022-23,Ministry of Home Affairs,Ministry of Home Affairs,19504,2021,28567,2022,28550,2023,949.28,351.10,35.44,1138.37,464.97,63.09,1173.41,552.19,81.95
2022-23,Ministry of Home Affairs,Cabinet,948,2021,1351,2022,1351,2023,87.71,32.45,48.53,105.68,43.17,47.35,105.68,43.17,84.12
2022-23,Ministry of Home Affairs,Police,1003573,2021,1132983,2022,1142480,2023,53156.64,19660.68,1766.15,56580.18,23110.21,2798.73,59400.74,27953.29,2373.25
2022-23,Ministry of Home Affairs,Andaman and Nicobar Islands,33146,2021,33146,2022,33146,2023,2525.19,671.76,29.32,1453.00,523.45,26.13,1405.75,663.78,27.53
2022-23,Ministry of Home Affairs,Chandigarh,22749,2021,24470,2022,25207,2023,744.08,1128.27,0.74,840.02,1148.49,2.74,1466.25,687.46,3.36
2022-23,Ministry of Home Affairs,Dadra and Nagar Haveli and Daman and Diu,5645,2021,6114,2022,6472,2023,301.40,96.44,1.03,300.70,126.29,4.01,300.72,156.38,3.75
2022-23,Ministry of Home Affairs,Lakshadweep,5711,2021,5771,2022,5771,2023,215.20,143.47,8.62,229.72,153.15,9.50,246.65,164.43,8.75
2022-23,Ministry of Housing and Urban Affairs,Ministry of Housing and Urban Affairs,19455,2021,19623,2022,19627,2023,1176.91,482.53,20.93,1143.85,663.43,21.76,1192.63,751.36,26.13
2022-23,Ministry of Information and Broadcasting,Ministry of Information and Broadcasting,3280,2021,5237,2022,5212,2023,216.96,93.93,4.24,240.26,107.94,7.39,256.62,126.40,8.03
2022-23,Ministry of Jal Shakti,"Department of Water Resources, River Development and Ganga Rejuvenation",8307,2021,14111,2022,14190,2023,536.45,114.00,17.06,610.49,148.49,25.00,710.30,167.93,32.19
2022-23,Ministry of Jal Shakti,Department of Drinking Water and Sanitation,110,2021,158,2022,158,2023,11.10,3.99,0.02,12.51,4.48,0.11,13.77,4.93,0.12
2022-23,Ministry of Labour and Employment,Ministry of Labour and Employment,4080,2021,6488,2022,6488,2023,381.15,16.42,9.53,416.95,17.67,11.51,458.65,16.57,15.00
2022-23,Ministry of Law and Justice,Law and Justice,1684,2021,2198,2022,2166,2023,96.95,66.98,2.14,83.92,115.88,5.96,87.17,136.34,7.14
2022-23,Ministry of Law and Justice,Election Commission,503,2021,843,2022,843,2023,32.18,16.58,0.90,37.18,19.82,2.37,38.28,24.42,3.86
2022-23,Ministry of Law and Justice,Supreme Court of India 2020-2021 2021-2022 2022-2023,2717,2021,2800,2022,2800,2023,197.86,46.26,2.16,206.41,46.26,2.00,225.23,4.16,4.15
2022-23,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",381,2021,540,2022,540,2023,36.85,10.66,1.15,37.82,12.28,1.40,40.92,13.28,2.56
2022-23,Ministry of Mines,Ministry of Mines,6508,2021,13408,2022,13408,2023,752.82,0.19,33.92,826.08,0.01,38.72,847.00,0.02,41.52
2022-23,Ministry of Minority Affairs,Ministry of Minority Affairs,156,2021,758,2022,751,2023,16.93,4.45,0.35,18.51,5.44,2.63,52.78,15.23,15.56
2022-23,Ministry of New and Renewable Energy,Ministry of New and Renewable Energy,207,2021,325,2022,325,2023,16.07,9.84,0.48,19.86,11.34,0.56,21.00,13.32,1.00
2022-23,Ministry of Panchayati Raj,Ministry of Panchayati Raj,72,2021,128,2022,128,2023,10.12,2.87,0.13,11.97,3.40,0.81,13.77,3.91,0.75
2022-23,Ministry of Parliamentary Affairs,Ministry of Parliamentary Affairs,121,2021,150,2022,150,2023,8.20,5.48,0.35,8.73,6.65,0.80,9.04,6.67,2.50
2022-23,"Ministry of Personnel, Public Grievances and Pensions","Ministry of Personnel, Public Grievances and Pensions",8322,2021,10884,2022,10884,2023,286.50,545.91,25.45,312.66,585.32,26.51,328.47,607.40,22.67
2022-23,"Ministry of Personnel, Public Grievances and Pensions",Central Vigilance Commission,256,2021,318,2022,318,2023,26.65,,0.33,30.47,,0.53,33.01,,0.64
2022-23,Ministry of Petroleum and Natural Gas,Ministry of Petroleum and Natural Gas,216,2021,216,2022,312,2023,35.00,8.46,1.80,35.14,8.46,1.80,38.18,9.31,1.80
2022-23,Ministry of Planning,Ministry of Planning,500,2021,733,2022,733,2023,34.73,23.15,1.88,38.99,25.99,2.53,43.66,29.11,5.12
2022-23,Ministry of Power,Ministry of Power 2020-2021 2021-2022 2022-2023,1108,2021,1774,2022,1774,2023,85.06,35.20,10.21,100.43,42.53,12.47,114.07,44.03,13.69
2022-23,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President","Staff, Household and Allowances of the President",2740,2021,3500,2022,3500,2023,17.64,8.90,0.12,17.39,6.05,0.13,18.72,7.35,0.07
2022-23,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Lok Sabha,2229,2021,3072,2022,3072,2023,195.25,118.13,2.16,192.38,147.92,3.00,196.56,163.74,3.95
2022-23,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Rajya Sabha,1458,2021,1700,2022,1700,2023,209.58,111.05,1.50,216.59,155.10,3.95,239.15,110.00,50.93
2022-23,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Secretariat of the Vice-President,55,2021,62,2022,62,2023,2.91,1.18,,3.11,1.39,0.23,3.33,1.87,0.45
